# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105131119	105189381	+	XP_066185895.1		XM_066329798.1	GREB1-like protein isoform X6	GREB1L	136367899		5811	1936	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105131119	105189381	+	XP_066185868.1		XM_066329771.1	GREB1-like protein isoform X3	GREB1L	136367899		5925	1974	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105131119	105189381	+	XP_066185878.1		XM_066329781.1	GREB1-like protein isoform X4	GREB1L	136367899		5922	1973	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105192472	105225718	-				establishment of sister chromatid cohesion N-acetyltransferase 1	ESCO1	136367858		33247		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105192472	105225718	-	XM_066329678.1		XP_066185775.1	establishment of sister chromatid cohesion N-acetyltransferase 1, transcript variant X1	ESCO1	136367858		3568	3568	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105193292	105222795	-	XP_066185775.1		XM_066329678.1	N-acetyltransferase ESCO1 isoform X1	ESCO1	136367858		2559	852	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105199518	105225718	-	XM_066329686.1		XP_066185783.1	establishment of sister chromatid cohesion N-acetyltransferase 1, transcript variant X2	ESCO1	136367858		2393	2393	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105200228	105222795	-	XP_066185783.1		XM_066329686.1	N-acetyltransferase ESCO1 isoform X2	ESCO1	136367858		2085	694	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105233032	105256064	-				abhydrolase domain containing 3, phospholipase	ABHD3	136367890		23033		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105233032	105256064	-	XM_066329725.1		XP_066185822.1	abhydrolase domain containing 3, phospholipase	ABHD3	136367890		2199	2199	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105233941	105255995	-	XP_066185822.1		XM_066329725.1	phospholipase ABHD3	ABHD3	136367890		1221	406	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105267730	105344838	+				MIB E3 ubiquitin protein ligase 1	MIB1	136367874		77109		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105267730	105344838	+	XM_066329697.1		XP_066185794.1	MIB E3 ubiquitin protein ligase 1, transcript variant X1	MIB1	136367874		9564	9564	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105267730	105344838	+	XM_066329704.1		XP_066185801.1	MIB E3 ubiquitin protein ligase 1, transcript variant X2	MIB1	136367874		9537	9537	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105267730	105344838	+	XM_066329713.1		XP_066185810.1	MIB E3 ubiquitin protein ligase 1, transcript variant X3	MIB1	136367874		9531	9531	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105268003	105338568	+	XP_066185794.1		XM_066329697.1	E3 ubiquitin-protein ligase MIB1 isoform X1	MIB1	136367874		3021	1006	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105268003	105338568	+	XP_066185801.1		XM_066329704.1	E3 ubiquitin-protein ligase MIB1 isoform X2	MIB1	136367874		2994	997	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105268003	105338568	+	XP_066185810.1		XM_066329713.1	E3 ubiquitin-protein ligase MIB1 isoform X3	MIB1	136367874		2988	995	
gene	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105351148	105353182	+				uncharacterized LOC136369425	LOC136369425	136369425		2035		
ncRNA	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105351148	105353182	+	XR_010745019.1			uncharacterized lncRNA	LOC136369425	136369425		706	706	
gene	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105391892	105393934	-				uncharacterized LOC136367948	LOC136367948	136367948		2043		
ncRNA	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105391892	105393934	-	XR_010744755.1			uncharacterized lncRNA	LOC136367948	136367948		549	549	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105433411	105453027	+				GATA binding protein 6	GATA6	136367940		19617		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105433411	105453027	+	XM_066329808.1		XP_066185905.1	GATA binding protein 6	GATA6	136367940		1909	1909	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105434797	105452756	+	XP_066185905.1		XM_066329808.1	transcription factor GATA-6	GATA6	136367940		1551	516	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105635385	105670824	+				RB binding protein 8, endonuclease	RBBP8	136367955		35440		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105635385	105670824	+	XM_066329828.1		XP_066185925.1	RB binding protein 8, endonuclease, transcript variant X1	RBBP8	136367955		3502	3502	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105637554	105670824	+	XM_066329837.1		XP_066185934.1	RB binding protein 8, endonuclease, transcript variant X2	RBBP8	136367955		3949	3949	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105638279	105670324	+	XP_066185925.1		XM_066329828.1	DNA endonuclease RBBP8	RBBP8	136367955		2724	907	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105638279	105670324	+	XP_066185934.1		XM_066329837.1	DNA endonuclease RBBP8	RBBP8	136367955		2724	907	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105700865	105772826	+				Cdk5 and Abl enzyme substrate 1	CABLES1	136367963		71962		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105700865	105772826	+	XM_066329851.1		XP_066185948.1	Cdk5 and Abl enzyme substrate 1, transcript variant X1	CABLES1	136367963		5090	5090	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105700865	105772826	+	XM_066329858.1		XP_066185955.1	Cdk5 and Abl enzyme substrate 1, transcript variant X2	CABLES1	136367963		5012	5012	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105701359	105769814	+	XP_066185948.1		XM_066329851.1	CDK5 and ABL1 enzyme substrate 1 isoform X1	CABLES1	136367963		1584	527	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105701359	105769814	+	XP_066185955.1		XM_066329858.1	CDK5 and ABL1 enzyme substrate 1 isoform X2	CABLES1	136367963		1506	501	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105786178	105841624	-				transmembrane protein 241	TMEM241	136367978		55447		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105786178	105841624	-	XM_066329880.1		XP_066185977.1	transmembrane protein 241, transcript variant X2	TMEM241	136367978		1607	1607	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105786178	105841624	-	XM_066329872.1		XP_066185969.1	transmembrane protein 241, transcript variant X1	TMEM241	136367978		1610	1610	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105786825	105841552	-	XP_066185977.1		XM_066329880.1	UDP-N-acetylglucosamine transporter TMEM241 isoform X2	TMEM241	136367978		888	295	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105786825	105841552	-	XP_066185969.1		XM_066329872.1	UDP-N-acetylglucosamine transporter TMEM241 isoform X1	TMEM241	136367978		891	296	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105846542	105857324	+				RIO kinase 3	RIOK3	136368012		10783		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105846542	105857324	+	XM_066329935.1		XP_066186032.1	RIO kinase 3	RIOK3	136368012		3242	3242	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105846552	105856078	+	XP_066186032.1		XM_066329935.1	serine/threonine-protein kinase RIO3	RIOK3	136368012		1986	661	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105859735	105876222	+				regulator of MON1-CCZ1	RMC1	136367995		16488		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105859735	105876222	+	XM_066329907.1		XP_066186004.1	regulator of MON1-CCZ1, transcript variant X1	RMC1	136367995		2226	2226	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105859787	105876124	+	XP_066186004.1		XM_066329907.1	regulator of MON1-CCZ1 complex isoform X1	RMC1	136367995		2076	691	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105860067	105876222	+	XM_066329924.1		XP_066186021.1	regulator of MON1-CCZ1, transcript variant X3	RMC1	136367995		2078	2078	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105861726	105876222	+	XM_066329916.1		XP_066186013.1	regulator of MON1-CCZ1, transcript variant X2	RMC1	136367995		2366	2366	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105863979	105876124	+	XP_066186013.1		XM_066329916.1	regulator of MON1-CCZ1 complex isoform X2	RMC1	136367995		1794	597	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105863979	105876124	+	XP_066186021.1		XM_066329924.1	regulator of MON1-CCZ1 complex isoform X2	RMC1	136367995		1794	597	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105876138	105902915	-				NPC intracellular cholesterol transporter 1	NPC1	136367991		26778		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105876138	105902915	-	XM_066329892.1		XP_066185989.1	NPC intracellular cholesterol transporter 1	NPC1	136367991		4539	4539	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105876683	105902779	-	XP_066185989.1		XM_066329892.1	NPC intracellular cholesterol transporter 1	NPC1	136367991		3858	1285	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105913546	105938095	-				ankyrin repeat domain 29	ANKRD29	136358456		24550		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105913546	105938095	-	XM_066314385.1		XP_066170482.1	ankyrin repeat domain 29	ANKRD29	136358456		1369	1369	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105913850	105938095	-	XP_066170482.1		XM_066314385.1	ankyrin repeat domain-containing protein 29	ANKRD29	136358456		1065	354	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105939736	106061710	+				laminin subunit alpha 3	LAMA3	136358564		121975		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105939736	106061710	+	XM_066314476.1		XP_066170573.1	laminin subunit alpha 3	LAMA3	136358564		11188	11190	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	105939736	106061158	+	XP_066170573.1		XM_066314476.1	LOW QUALITY PROTEIN: laminin subunit alpha-3	LAMA3	136358564		10636	3545	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106080065	106118297	+				tetratricopeptide repeat domain 39C	TTC39C	136368077		38233		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106080065	106118297	+	XM_066330049.1		XP_066186146.1	tetratricopeptide repeat domain 39C	TTC39C	136368077		4442	4442	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106080256	106115765	+	XP_066186146.1		XM_066330049.1	tetratricopeptide repeat protein 39C	TTC39C	136368077		1719	572	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106126046	106197734	-				oxysterol binding protein like 1A	OSBPL1A	136368028		71689		
misc_RNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106126046	106197734	-	XR_010744765.1			oxysterol binding protein like 1A, transcript variant X2	OSBPL1A	136368028		3807	3807	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106126046	106197734	-	XM_066329976.1		XP_066186073.1	oxysterol binding protein like 1A, transcript variant X1	OSBPL1A	136368028		3931	3931	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106126046	106182815	-	XM_066329987.1		XP_066186084.1	oxysterol binding protein like 1A, transcript variant X3	OSBPL1A	136368028		3076	3076	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106126046	106173348	-	XM_066330029.1		XP_066186126.1	oxysterol binding protein like 1A, transcript variant X8	OSBPL1A	136368028		2631	2631	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106126046	106173348	-	XM_066330002.1		XP_066186099.1	oxysterol binding protein like 1A, transcript variant X5	OSBPL1A	136368028		2794	2794	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106126046	106173150	-	XM_066330011.1		XP_066186108.1	oxysterol binding protein like 1A, transcript variant X6	OSBPL1A	136368028		2838	2838	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106126046	106149229	-	XM_066330020.1		XP_066186117.1	oxysterol binding protein like 1A, transcript variant X7	OSBPL1A	136368028		2566	2566	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106126046	106148952	-	XM_066329995.1		XP_066186092.1	oxysterol binding protein like 1A, transcript variant X4	OSBPL1A	136368028		2522	2522	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106126046	106143640	-	XM_066330037.1		XP_066186134.1	oxysterol binding protein like 1A, transcript variant X9	OSBPL1A	136368028		2358	2358	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106127100	106197719	-	XP_066186073.1		XM_066329976.1	oxysterol-binding protein-related protein 1 isoform X1	OSBPL1A	136368028		2862	953	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106127100	106182800	-	XP_066186084.1		XM_066329987.1	oxysterol-binding protein-related protein 1 isoform X2	OSBPL1A	136368028		2007	668	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106127100	106148912	-	XP_066186092.1		XM_066329995.1	oxysterol-binding protein-related protein 1 isoform X3	OSBPL1A	136368028		1428	475	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106127100	106148724	-	XP_066186099.1		XM_066330002.1	oxysterol-binding protein-related protein 1 isoform X4	OSBPL1A	136368028		1344	447	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106127100	106148724	-	XP_066186108.1		XM_066330011.1	oxysterol-binding protein-related protein 1 isoform X4	OSBPL1A	136368028		1344	447	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106127100	106148724	-	XP_066186117.1		XM_066330020.1	oxysterol-binding protein-related protein 1 isoform X4	OSBPL1A	136368028		1344	447	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106127100	106148724	-	XP_066186126.1		XM_066330029.1	oxysterol-binding protein-related protein 1 isoform X4	OSBPL1A	136368028		1344	447	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106127100	106141971	-	XP_066186134.1		XM_066330037.1	oxysterol-binding protein-related protein 1 isoform X5	OSBPL1A	136368028		1158	385	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106210375	106223416	+				impact RWD domain protein	IMPACT	136368018		13042		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106210375	106223416	+	XM_066329948.1		XP_066186045.1	impact RWD domain protein	IMPACT	136368018		1194	1194	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106210477	106223287	+	XP_066186045.1		XM_066329948.1	protein IMPACT	IMPACT	136368018		963	320	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106226577	106235689	+				histamine H3 receptor-like	LOC136368023	136368023		9113		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106226577	106235689	+	XM_066329962.1		XP_066186059.1	histamine H3 receptor-like	LOC136368023	136368023		4005	4005	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106226620	106232936	+	XP_066186059.1		XM_066329962.1	histamine H3 receptor-like	LOC136368023	136368023		1209	402	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106238870	106245210	+				histamine H3 receptor-like	LOC136369471	136369471		6341		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106238870	106245210	+	XM_066332377.1		XP_066188474.1	histamine H3 receptor-like	LOC136369471	136369471		1691	1691	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106239030	106244876	+	XP_066188474.1		XM_066332377.1	histamine H3 receptor-like	LOC136369471	136369471		1197	398	
gene	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106326290	106329470	+				uncharacterized LOC136369545	LOC136369545	136369545		3181		
ncRNA	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106326290	106329470	+	XR_010745040.1			uncharacterized lncRNA	LOC136369545	136369545		1414	1414	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106430950	106661656	-				zinc finger protein 521	ZNF521	136368081		230707		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106430950	106661656	-	XM_066330097.1		XP_066186194.1	zinc finger protein 521, transcript variant X5	ZNF521	136368081		4974	4974	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106430950	106661318	-	XM_066330141.1		XP_066186238.1	zinc finger protein 521, transcript variant X10	ZNF521	136368081		5130	5130	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106430950	106661268	-	XM_066330080.1		XP_066186177.1	zinc finger protein 521, transcript variant X3	ZNF521	136368081		5069	5069	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106430950	106661267	-	XM_066330071.1		XP_066186168.1	zinc finger protein 521, transcript variant X2	ZNF521	136368081		5131	5131	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106430950	106661265	-	XM_066330062.1		XP_066186159.1	zinc finger protein 521, transcript variant X1	ZNF521	136368081		5132	5132	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106430950	106661096	-	XM_066330125.1		XP_066186222.1	zinc finger protein 521, transcript variant X8	ZNF521	136368081		4883	4883	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106430950	106661096	-	XM_066330115.1		XP_066186212.1	zinc finger protein 521, transcript variant X7	ZNF521	136368081		4886	4886	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	106430950	106661096	-	XM_066330089.1		XP_066186186.1	zinc finger protein 521, transcript variant X4	ZNF521	136368081		4949	4949	
